max,mean,min,cross_improvec,cross_worsenc,unique
72,124240856388.917,1242461457.707,20.190,32.850,46.150,13.650
73,118242015084.392,1182497881.228,20.255,30.150,49.100,14.750
74,721486944.442,7228923.054,19.733,32.050,47.400,15.100
75,643661770053.376,6436635065.224,20.310,33.200,46.450,14.300
76,9698019500.140,96986610.175,20.506,31.400,48.650,13.350
77,137890637.444,1424607.831,19.888,31.850,46.750,14.400
78,4047783645.726,41377609.637,20.009,33.450,46.500,14.100
79,136804866133.434,1414715823.989,19.836,33.050,46.800,14.050
80,4686469592709394432.000,46864696253507304.000,19.858,32.550,46.600,14.400
81,481622760970373824512.000,4816227609703739392.000,19.472,32.250,46.750,14.650
82,1101383416763894.625,11013834171365.416,19.441,31.850,48.050,14.700
83,1016115164266565861376.000,10161151642665660416.000,19.142,33.150,46.100,14.800
84,13061493533205606400.000,130614935336969632.000,19.354,30.900,49.200,15.100
85,526157032.440,5262645.146,19.754,31.350,48.700,15.350
86,8655967115413971.000,86559671156350.656,19.130,31.800,47.300,13.750
87,96976014983785775104.000,969760149837859072.000,18.587,30.650,47.950,15.350
88,1044916291.258,10452143.650,19.306,31.950,46.100,14.600
89,1659979797824076032.000,16599797978242356.000,19.605,31.800,46.950,14.750
90,2095063216287.306,21016483437.300,19.136,33.000,45.350,15.350
91,41214455023.217,412149641.254,18.953,31.800,46.400,16.450
92,154248363750.936,1672362071.458,18.755,31.700,47.600,15.600
93,4889968629336492032.000,48899686294839848.000,18.813,31.850,47.300,15.150
94,86884346.024,869644.867,19.292,33.350,47.300,13.900
95,513720903450789376.000,5137209034619994.000,19.212,32.850,47.950,13.600
96,1382228421494507.500,13822284261200.184,19.280,30.750,46.600,16.650
97,32831395086045528.000,333930265804012.375,19.062,31.900,47.800,15.500
98,3291398610504732.500,55313142303896.352,19.195,32.450,47.300,13.450
99,1155854730837938.750,11558547359989.463,19.317,31.500,47.200,15.950
100,2126461216370522.000,21275121790693.828,19.324,30.450,46.800,16.850
