max,mean,min,cross_improvec,cross_worsenc,unique
82,97993040034550452846592.000,979930400354041462784.000,17.519,15.867,36.900,46.367
83,330809320681256146436096.000,3308093206812644868096.000,17.481,15.733,38.267,45.567
84,15659916707993990725632.000,156599167490834333696.000,17.340,15.867,38.767,44.833
85,2165861205376082688.000,21714027863796036.000,17.332,15.333,38.600,46.033
86,41524443755619966976.000,415261901369470784.000,17.327,15.033,38.100,46.600
87,64663919592225250576695296.000,646639195922274206089216.000,17.325,15.200,38.833,45.800
88,8480587869098765823214878720.000,84805878750173565137453056.000,17.307,15.233,39.367,44.867
89,687110176816037665701888.000,6871101802963633438720.000,17.308,16.400,37.700,45.300
90,2393255528012506498213085184.000,23932555280125434177519616.000,17.256,15.267,38.300,45.000
91,25728825243961248448512.000,258192635079685144576.000,17.138,15.800,38.000,45.400
92,144718414549576021180416.000,1447185419277699121152.000,17.049,15.233,39.267,44.867
93,456548533519876257480704.000,4620110849915487256576.000,16.973,15.000,38.567,45.600
94,563576917360511201312768.000,5636053955243188158464.000,16.995,15.100,38.700,46.300
95,3507586479155821343145984.000,35075866476520616755200.000,16.934,15.733,37.100,47.500
96,151575470786031722168320.000,1517917427102322262016.000,16.909,14.233,37.967,46.067
97,507582275321651552845824.000,5075822783423445991424.000,16.832,16.167,38.867,44.367
98,98165756720983968942391296.000,981657568122525431365632.000,16.822,15.733,37.900,45.933
99,124399262228523974656.000,1244003594680157696.000,17.098,15.600,37.233,46.100
100,32927647635064349523968.000,329276476565828730880.000,17.003,15.500,38.867,45.033
