max,mean,min,cross_improvec,cross_worsenc,unique
83,3181969269146.610,31819703404.907,18.358,22.700,60.067,30.833
84,267780694929.110,2677823439.635,18.280,22.700,59.167,30.833
85,1469330737768617886584143872.000,14693307377686179638935552.000,18.256,23.667,59.967,29.500
86,56922724366740.109,569227255165.084,18.237,23.567,58.333,30.867
87,30135306556434952192.000,301353065860744960.000,18.180,23.900,59.100,30.067
88,24077550262600812.000,240775502632240.281,18.090,22.833,58.400,31.133
89,12110177158297204736.000,121101771583005296.000,18.099,23.400,58.167,31.200
90,7041193191518635008.000,70411931918828520.000,18.027,22.567,59.333,30.667
91,3293013713677158.500,32930137298649.137,17.999,23.033,58.333,32.267
92,15937305962790297600.000,159373059627903808.000,17.951,22.967,58.467,31.333
93,17448201408700108800.000,174482142958565984.000,17.912,24.633,58.333,30.767
94,11197502673579540.000,111975027017512.203,17.955,23.767,58.800,30.467
95,1333456402618345062400.000,13334564026183452672.000,17.855,23.900,58.933,31.000
96,5564522187.835,55646012.437,17.662,24.433,56.533,31.733
97,8865008407077364406563689725952.000,88650084070773648991448989696.000,17.608,23.800,58.900,31.800
98,213172398310419853213696.000,2131723983106709127168.000,17.632,23.033,58.333,30.633
99,58688341757335401660416.000,586883417573354962944.000,17.577,24.233,59.167,30.000
100,1773593545.109,17739084.478,17.501,22.833,58.700,31.100
