max,mean,min,cross_improvec,cross_worsenc,unique
1,215270266099106286584638614798336.000,2152702660991062708220399190016.000,32.538,49.800,39.400,13.500
2,1184389119116348928.000,11843891773546720.000,31.395,40.700,48.400,16.400
3,11008990045302435840.000,110092855098452960.000,29.158,37.700,51.200,20.000
4,3363379702895924682030055424.000,33633797028959257815416832.000,29.567,33.900,53.400,23.100
5,31285321272.627,314335290.766,30.690,30.600,59.000,24.500
6,11374906542932318208.000,113779981496131984.000,30.090,31.000,59.200,27.800
7,4808647671249354.000,48086476744628.828,30.193,29.600,59.500,37.400
8,562184589305839121072128.000,5621845893058391965696.000,29.300,27.300,62.700,40.200
9,1184605023963777073152.000,11846050239637770240.000,30.108,28.200,61.100,43.200
10,81326971987830560.000,813269719878768.625,29.132,27.000,62.000,42.900
11,137024870294502931417040844941688832.000,1370248702945029521696279278649344.000,29.806,28.000,59.700,44.200
12,35833618914452.758,362038717577.608,29.314,27.100,61.900,43.900
13,66316715113939296256.000,663167151139393408.000,29.232,27.400,59.800,45.900
14,1341959517827079077888.000,13420274197684545536.000,28.216,27.600,61.000,44.200
15,894989.189,9010.372,27.436,28.300,60.500,42.800
16,299157740546068224.000,2991577414186384.000,25.734,25.200,62.800,43.300
17,26425922507885845022312476180480.000,264259225078858436149375926272.000,26.441,27.500,62.600,40.300
18,1674166292808249.500,16741662929140.332,26.639,25.300,63.300,40.600
19,20728786106223640576.000,207287861062238784.000,23.853,25.000,60.700,42.200
20,7695632260712.474,76961432833.303,24.535,26.800,62.800,38.700
21,1346141518777768476672.000,13461415211868227584.000,23.539,25.500,63.700,38.200
22,3103542805263.577,31035431401.624,23.597,23.900,64.100,39.300
23,34241913020394545152.000,343335196303918464.000,23.154,24.400,65.600,36.800
24,117939126263925664098602188800.000,1179391262639256366108114944.000,22.975,28.900,60.800,36.600
25,398563852885571739018330112.000,3985638528855716982161408.000,22.104,27.100,62.000,34.700
26,226546953609.763,2265469621.662,22.211,26.300,63.200,33.700
27,169354643604243.188,1696492679416.506,21.445,24.600,63.400,32.000
28,2780717535778.452,38420475910.632,20.382,27.000,62.500,32.100
29,1110786345814077079552.000,11107863458140770304.000,20.205,26.100,60.300,30.600
30,13172302750152654848.000,131723134687447376.000,20.199,24.800,61.700,33.200
31,235860181770.369,2358601882.395,19.917,22.300,63.900,33.500
32,17103562766197817344.000,171035634846976672.000,19.832,23.900,60.900,34.100
33,944692725171.331,9748393827.397,19.448,29.500,56.400,35.200
34,1736013520142701357432832.000,17360135244788938047488.000,19.253,24.000,61.300,32.500
35,36184884726488.359,361848848959.024,19.289,25.400,62.700,30.900
36,29060040833196076564480.000,290600408331978080256.000,19.201,24.000,60.700,33.400
37,2202249597570171392.000,22496929765015604.000,18.994,24.300,60.200,32.800
38,1546330892851145963691518722048.000,15463308928511459109149605888.000,18.875,24.100,61.400,31.400
39,234951155372887.156,2349511553787.231,18.846,25.000,60.500,31.400
40,1368507313507060.750,13685073141239.871,18.806,24.500,62.100,28.900
41,302141120621.084,3030077194.038,18.931,22.600,60.000,33.500
42,29046061400.417,290464574.914,18.925,26.000,56.700,34.600
43,5428173828013.284,81591922992.866,18.920,21.600,63.100,32.500
44,247070253553892.594,2482118637806.007,18.795,22.800,61.900,33.600
45,115617.075,1244.270,18.787,24.200,60.900,33.700
46,282916976653082.125,2829169766660.312,18.805,21.100,64.400,34.500
47,8395437972035818496.000,83954379720362432.000,18.817,25.400,59.000,34.200
48,324040853543142067861716941668352.000,3240408535431421264085120974848.000,18.713,24.000,61.500,35.400
49,17617962412.952,340187093.886,18.709,25.300,59.900,34.700
50,117516395213.869,1185941999.555,18.629,21.800,60.300,34.700
