max,mean,min,cross_improvec,cross_worsenc,unique
1,17698126.290,355047.727,18.741,21.967,21.567,9.567
2,1859513.275,37224.788,17.117,18.033,25.933,11.333
3,5032784.023,101004.340,17.214,16.000,28.533,13.067
4,3804.936,113.003,17.005,15.433,28.767,15.167
5,3288944182262.391,65778883703.234,16.247,14.767,29.300,16.500
6,1362459.460,27312.108,16.562,14.833,29.433,17.433
7,20074.413,423.542,16.267,14.233,29.967,18.333
8,9120620.486,182434.294,15.345,14.733,29.767,20.100
9,358747887.176,7174979.707,15.096,13.500,31.067,20.867
10,859420.298,17215.613,14.607,13.300,30.533,20.833
11,26527.429,619.325,14.582,13.967,30.033,21.867
12,21179.053,444.519,14.469,13.200,30.333,22.600
13,10220.043,225.133,14.240,12.300,31.533,23.033
14,6677.040,155.448,14.070,12.367,31.167,22.600
15,3416.413,88.046,13.901,12.967,30.700,23.633
16,273178.654,5485.829,13.983,12.667,30.533,23.200
17,6665.989,153.436,13.857,13.400,30.133,23.367
18,32717678243.871,654353583.891,13.730,12.100,31.733,22.667
19,4310193.602,86223.312,13.590,12.567,31.400,23.033
20,781949.138,15659.862,13.449,12.167,32.367,23.567
21,452036.968,9059.971,13.153,11.233,31.433,24.667
22,520418.845,10459.450,13.051,10.633,32.767,23.467
23,2627173.690,52561.507,12.985,11.600,32.100,24.167
24,115111.140,2319.949,12.998,12.033,31.967,23.300
25,3209161.760,64202.316,12.699,11.333,31.700,24.133
26,22026.399,499.656,12.753,11.633,31.833,24.267
27,1124.216,40.146,12.562,11.100,32.367,24.767
28,8284.738,184.446,12.709,11.567,31.600,24.600
29,4931.969,116.526,12.563,10.700,32.300,23.700
30,267.349,23.221,12.555,11.267,32.133,24.567
31,37783.637,778.929,12.503,9.800,33.133,23.833
32,271837.610,5455.662,12.390,11.433,32.300,23.533
33,3057.200,80.393,12.429,9.967,33.267,23.600
34,6214164.227,124301.424,12.538,10.567,31.900,24.433
35,2326446.065,46546.917,12.362,10.067,33.400,23.767
36,2985.426,78.272,12.245,10.800,32.767,23.867
37,227384.181,4564.944,12.337,11.100,32.300,24.233
38,2326395.722,46546.604,12.265,10.733,32.467,25.467
39,25076.754,518.680,12.294,11.400,31.767,24.467
40,195272.201,3924.026,12.298,10.233,32.800,24.267
41,706.913,32.184,12.217,10.433,32.800,24.433
42,12841522.663,256882.283,12.508,10.767,32.933,24.033
43,308.278,24.636,12.455,11.133,31.967,24.100
44,10414872.591,208315.413,12.419,11.600,31.467,25.267
45,1595.108,49.358,12.202,11.200,31.400,24.767
46,41580.605,1052.112,12.321,10.000,33.700,25.067
47,1178936.801,23598.588,12.293,9.167,33.867,25.100
48,270507.688,5429.642,12.095,9.333,34.067,24.967
49,38628.700,791.556,12.028,10.200,33.000,26.033
50,6122.662,140.936,12.020,8.800,34.100,24.633
51,510871.136,10283.035,11.834,9.800,33.300,25.133
52,370126.506,7426.795,11.886,8.900,33.567,25.333
